id,datetime,user_id,location_id
154,2011-01-01 14:27:32,228,15
155,2011-01-01 14:29:10,14,1
156,2011-01-01 14:29:14,106,4
157,2011-01-01 14:29:21,263,17
158,2011-01-01 14:30:09,120,0
159,2011-01-01 14:30:13,236,20
160,2011-01-01 14:32:11,31,16
161,2011-01-01 14:32:31,28,10
162,2011-01-01 14:37:27,215,9
163,2011-01-01 14:38:29,267,18
164,2011-01-01 14:39:32,104,4
165,2011-01-01 14:40:26,124,6
166,2011-01-01 14:41:13,100,2
167,2011-01-01 14:41:40,16,3
168,2011-01-01 14:41:55,237,11
169,2011-01-01 14:44:36,298,0
170,2011-01-01 14:47:42,146,4
171,2011-01-01 14:49:31,88,19
172,2011-01-01 14:49:44,258,16
173,2011-01-01 14:52:51,242,8
174,2011-01-01 14:52:52,65,14
175,2011-01-01 14:52:54,58,8
176,2011-01-01 14:55:10,170,8
177,2011-01-01 14:56:38,121,1
178,2011-01-01 14:56:59,223,5
179,2011-01-01 14:59:14,151,4
180,2011-01-01 14:59:48,196,7
181,2011-01-01 15:12:06,136,19
182,2011-01-01 15:13:06,192,14
183,2011-01-01 15:13:28,129,19
184,2011-01-01 15:15:55,203,4
185,2011-01-01 15:16:16,111,8
186,2011-01-01 15:16:53,271,19
187,2011-01-01 15:17:00,119,10
188,2011-01-01 15:17:23,240,13
189,2011-01-01 15:21:28,76,1
190,2011-01-01 15:21:40,271,2
191,2011-01-01 15:21:44,208,15
192,2011-01-01 15:21:46,128,3
193,2011-01-01 15:22:03,166,16
194,2011-01-01 15:29:45,255,18
195,2011-01-01 15:30:29,118,7
196,2011-01-01 15:33:19,39,1
197,2011-01-01 15:34:10,225,10
198,2011-01-01 15:37:49,126,15
199,2011-01-01 15:38:17,200,19
200,2011-01-01 15:39:29,184,5
201,2011-01-01 15:40:46,55,8
202,2011-01-01 15:42:16,99,8
203,2011-01-01 15:43:37,213,18
204,2011-01-01 15:43:50,202,17
205,2011-01-01 15:43:59,240,17
206,2011-01-01 15:45:09,64,3
207,2011-01-01 15:45:44,121,10
208,2011-01-01 15:46:21,198,15
209,2011-01-01 15:47:34,15,9
210,2011-01-01 15:48:07,177,5
211,2011-01-01 15:50:19,138,8
212,2011-01-01 15:53:47,266,7
213,2011-01-01 15:55:09,195,13
214,2011-01-01 15:55:36,50,5
215,2011-01-01 15:55:59,108,13
216,2011-01-01 15:56:42,220,0
217,2011-01-01 15:56:58,266,4
218,2011-01-01 15:58:01,120,5
219,2011-01-01 15:58:10,15,8
220,2011-01-01 15:59:35,48,10
221,2011-01-01 16:02:30,13,14
222,2011-01-01 16:05:16,175,20
223,2011-01-01 16:05:48,122,10
224,2011-01-01 16:09:01,269,17
225,2011-01-01 16:10:23,25,14
226,2011-01-01 16:11:13,35,20
227,2011-01-01 16:13:49,208,17
228,2011-01-01 16:16:01,12,5
229,2011-01-01 16:16:56,6,2
230,2011-01-01 16:17:05,32,6
231,2011-01-01 16:18:50,72,0
232,2011-01-01 16:22:01,241,16
233,2011-01-01 16:25:03,95,3
234,2011-01-01 16:25:49,272,2
235,2011-01-01 16:27:11,160,14
236,2011-01-01 16:27:13,158,5
237,2011-01-01 16:29:00,57,15
238,2011-01-01 16:30:28,47,2
239,2011-01-01 16:32:10,98,13
240,2011-01-01 16:32:16,282,17
241,2011-01-01 16:33:07,138,13
242,2011-01-01 16:33:41,83,13
243,2011-01-01 16:34:16,76,7
244,2011-01-01 16:34:34,153,9
245,2011-01-01 16:36:25,180,17
246,2011-01-01 16:38:25,212,20
247,2011-01-01 16:40:42,226,17
248,2011-01-01 16:40:45,271,4
249,2011-01-01 16:42:07,102,17
250,2011-01-01 16:43:30,187,0
251,2011-01-01 16:44:46,98,1
252,2011-01-01 16:44:51,255,15
253,2011-01-01 16:45:12,88,5
254,2011-01-01 16:45:31,177,5
255,2011-01-01 16:52:46,180,13
256,2011-01-01 16:54:11,223,19
257,2011-01-01 16:54:49,24,9
258,2011-01-01 16:54:52,294,13
259,2011-01-01 16:55:08,83,17
260,2011-01-01 16:56:11,143,19
261,2011-01-01 16:57:12,272,0
262,2011-01-01 17:00:35,3,15
263,2011-01-01 17:02:16,113,12
264,2011-01-01 17:03:49,129,16
265,2011-01-01 17:05:58,46,9
266,2011-01-01 17:08:40,18,3
267,2011-01-01 17:16:00,62,4
268,2011-01-01 17:18:15,0,17
269,2011-01-01 17:25:41,60,13
270,2011-01-01 17:28:42,226,12
271,2011-01-01 17:30:01,267,20
272,2011-01-01 17:39:06,174,12
273,2011-01-01 17:47:28,61,16
274,2011-01-01 17:50:53,300,17
275,2011-01-01 17:51:40,38,17
276,2011-01-01 17:57:40,159,13
277,2011-01-01 18:01:13,255,16
278,2011-01-01 18:06:00,59,12
279,2011-01-01 18:09:03,254,10
280,2011-01-01 18:09:33,293,3
281,2011-01-01 18:13:25,36,18
282,2011-01-01 18:22:15,102,20
283,2011-01-01 18:29:31,165,9
284,2011-01-01 18:38:21,33,17
285,2011-01-01 18:59:01,265,14
286,2011-01-01 19:02:25,246,18
287,2011-01-01 19:07:38,189,20
288,2011-01-01 19:28:59,287,13
289,2011-01-01 19:53:54,69,11
290,2011-01-01 19:57:35,209,10
291,2011-01-01 19:58:13,146,4
292,2011-01-01 20:08:46,215,7
293,2011-01-01 20:12:39,287,7
294,2011-01-01 20:18:11,64,5
295,2011-01-01 20:36:36,1,10
296,2011-01-01 20:37:15,262,14
297,2011-01-01 20:40:01,183,9
298,2011-01-01 20:48:01,292,2
299,2011-01-01 20:51:24,80,14
300,2011-01-01 20:52:30,232,7
301,2011-01-01 20:55:58,181,3
302,2011-01-01 20:57:31,14,2
303,2011-01-01 21:03:05,50,6
304,2011-01-01 21:17:03,78,7
305,2011-01-01 21:48:15,188,2
306,2011-01-01 22:05:28,77,13
307,2011-01-01 22:10:04,38,18
308,2011-01-01 22:21:31,282,2
309,2011-01-01 22:28:44,13,19
310,2011-01-01 22:32:16,5,10
311,2011-01-01 22:35:44,167,9
312,2011-01-01 22:38:47,274,10
313,2011-01-01 22:41:38,133,3
314,2011-01-01 22:42:42,163,0
315,2011-01-01 22:47:30,158,5
316,2011-01-01 22:59:39,214,5
317,2011-01-01 23:00:37,234,20
318,2011-01-01 23:10:59,250,17
319,2011-01-01 23:13:07,165,19
320,2011-01-01 23:14:30,112,16
321,2011-01-01 23:20:45,81,16
322,2011-01-01 23:23:33,125,16
323,2011-01-01 23:38:13,27,17
324,2011-01-01 23:43:50,212,2
325,2011-01-01 23:46:42,101,18
326,2011-01-01 23:47:33,261,13
327,2011-01-01 23:49:51,177,9
328,2011-01-01 23:50:49,63,1
329,2011-01-01 23:51:57,192,16
330,2011-01-01 23:58:25,202,11
331,2011-01-01 23:59:20,0,6
332,2011-01-02 00:17:02,40,17
333,2011-01-02 00:19:49,32,3
334,2011-01-02 00:51:45,191,20
335,2011-01-02 00:54:57,241,15
336,2011-01-02 01:48:22,159,16
337,2011-01-02 02:42:28,137,4
338,2011-01-02 03:10:01,151,16
339,2011-01-02 03:12:05,244,12
340,2011-01-02 04:05:20,186,3
341,2011-01-02 04:10:29,284,14
342,2011-01-02 09:26:01,37,0
343,2011-01-02 10:04:53,269,6
344,2011-01-02 10:09:52,35,10
345,2011-01-02 10:13:07,141,17
346,2011-01-02 10:23:30,40,8
347,2011-01-02 10:46:36,197,11
348,2011-01-02 10:55:02,138,1
349,2011-01-02 10:57:30,280,11
350,2011-01-02 11:01:09,295,3
351,2011-01-02 11:04:23,235,7
352,2011-01-02 11:06:56,48,1
353,2011-01-02 11:10:13,0,10
354,2011-01-02 11:12:48,98,1
355,2011-01-02 11:14:48,13,9
356,2011-01-02 11:18:53,44,14
357,2011-01-02 11:19:27,223,16
358,2011-01-02 11:23:57,16,18
359,2011-01-02 11:24:42,267,12
360,2011-01-02 11:33:39,132,18
361,2011-01-02 11:40:12,85,18
362,2011-01-02 11:41:42,250,5
363,2011-01-02 11:47:38,134,12
364,2011-01-02 11:48:58,207,20
365,2011-01-02 11:56:49,14,13
366,2011-01-02 12:00:24,217,10
367,2011-01-02 12:06:57,259,14
368,2011-01-02 12:08:30,71,6
369,2011-01-02 12:08:51,1,2
370,2011-01-02 12:12:25,250,11
371,2011-01-02 12:17:57,148,3
372,2011-01-02 12:19:48,117,4
373,2011-01-02 12:23:04,234,12
374,2011-01-02 12:23:49,100,17
375,2011-01-02 12:24:27,125,10
376,2011-01-02 12:25:06,108,11
377,2011-01-02 12:25:11,97,8
378,2011-01-02 12:30:53,258,4
379,2011-01-02 12:32:23,0,4
380,2011-01-02 12:34:50,56,3
381,2011-01-02 12:36:13,174,20
382,2011-01-02 12:47:05,191,6
383,2011-01-02 12:53:15,195,11
384,2011-01-02 12:55:51,12,14
385,2011-01-02 12:59:44,88,16
386,2011-01-02 13:06:08,222,19
387,2011-01-02 13:08:50,167,15
388,2011-01-02 13:22:04,223,3
389,2011-01-02 13:31:36,300,17
390,2011-01-02 13:35:15,61,13
391,2011-01-02 13:46:56,202,12
392,2011-01-02 13:47:55,115,3
393,2011-01-02 13:50:36,142,14
394,2011-01-02 13:50:51,237,0
395,2011-01-02 13:56:02,98,4
396,2011-01-02 13:58:42,99,16
397,2011-01-02 14:02:56,68,4
398,2011-01-02 14:43:47,235,12
399,2011-01-02 14:47:33,297,9
400,2011-01-02 14:50:34,51,15
401,2011-01-02 15:00:11,213,12
402,2011-01-02 15:06:16,162,8
403,2011-01-02 15:16:50,124,16
404,2011-01-02 15:20:52,156,11
405,2011-01-02 15:23:57,284,0
406,2011-01-02 15:26:48,207,14
407,2011-01-02 15:29:37,95,4
408,2011-01-02 15:32:23,86,17
409,2011-01-02 15:35:36,197,17
410,2011-01-02 15:36:01,82,0
411,2011-01-02 15:37:59,114,10
412,2011-01-02 15:40:53,51,19
413,2011-01-02 15:41:40,255,4
414,2011-01-02 15:43:14,157,11
415,2011-01-02 15:43:47,261,6
416,2011-01-02 15:44:01,201,7
417,2011-01-02 15:45:28,104,12
418,2011-01-02 15:51:15,255,8
419,2011-01-02 15:53:28,131,15
420,2011-01-02 16:00:23,194,5
421,2011-01-02 16:04:12,259,10
422,2011-01-02 16:09:00,86,20
423,2011-01-02 16:09:31,56,2
424,2011-01-02 16:26:45,5,15
425,2011-01-02 16:29:55,129,13
426,2011-01-02 16:39:18,122,17
427,2011-01-02 16:43:07,45,12
428,2011-01-02 16:58:59,257,12
429,2011-01-02 17:04:31,46,12
430,2011-01-02 17:07:36,272,17
431,2011-01-02 17:15:00,45,15
432,2011-01-02 17:16:03,226,16
433,2011-01-02 17:26:06,227,11
434,2011-01-02 17:38:13,245,14
435,2011-01-02 17:39:05,20,17
436,2011-01-02 18:01:53,204,16
437,2011-01-02 18:08:44,24,5
438,2011-01-02 18:09:54,249,16
439,2011-01-02 18:15:30,94,2
440,2011-01-02 18:26:34,188,12
441,2011-01-02 18:28:11,214,1
442,2011-01-02 18:42:04,44,3
443,2011-01-02 18:49:09,89,1
444,2011-01-02 18:51:29,30,13
445,2011-01-02 18:52:17,250,13
446,2011-01-02 19:29:00,203,14
447,2011-01-02 20:00:31,38,14
448,2011-01-02 20:07:08,100,10
449,2011-01-02 20:21:27,248,19
450,2011-01-02 20:45:09,223,20
451,2011-01-02 20:53:38,124,11
452,2011-01-02 21:05:02,241,5
453,2011-01-02 21:05:55,115,16
454,2011-01-02 21:13:15,22,15
455,2011-01-02 21:14:12,254,4
456,2011-01-02 21:17:50,55,12
457,2011-01-02 21:18:20,300,9
458,2011-01-02 21:21:07,207,2
459,2011-01-02 21:26:06,92,3
460,2011-01-02 21:46:31,257,5
461,2011-01-02 21:50:58,298,20
462,2011-01-02 21:55:30,141,3
463,2011-01-03 07:19:44,42,10
464,2011-01-03 08:54:37,32,6
465,2011-01-03 09:06:58,257,15
466,2011-01-03 09:15:46,154,18
467,2011-01-03 09:16:39,98,6
468,2011-01-03 09:20:17,124,20
469,2011-01-03 09:21:50,132,20
470,2011-01-03 09:24:18,222,6
471,2011-01-03 09:32:15,126,1
472,2011-01-03 10:00:35,270,6
473,2011-01-03 10:02:53,200,0
474,2011-01-03 10:02:59,14,19
475,2011-01-03 10:18:03,104,1
476,2011-01-03 10:20:08,110,8
477,2011-01-03 10:20:48,227,15
478,2011-01-03 10:28:36,87,1
479,2011-01-03 10:32:05,183,15
480,2011-01-03 10:40:48,236,7
481,2011-01-03 10:53:38,276,3
482,2011-01-03 10:59:17,169,0
483,2011-01-03 11:20:53,259,19
484,2011-01-03 11:29:12,49,18
485,2011-01-03 11:31:10,263,6
486,2011-01-03 11:33:53,174,4
487,2011-01-03 11:48:50,43,9
488,2011-01-03 11:49:55,51,11
489,2011-01-03 11:51:08,43,10
490,2011-01-03 11:53:42,111,20
491,2011-01-03 11:56:59,203,20
492,2011-01-03 11:58:21,289,13
493,2011-01-03 12:01:10,116,17
494,2011-01-03 12:02:00,108,8
495,2011-01-03 12:03:23,86,1
496,2011-01-03 12:04:09,88,9
497,2011-01-03 12:04:33,293,6
498,2011-01-03 12:12:25,249,2
499,2011-01-03 12:19:18,248,2
500,2011-01-03 12:19:50,244,1
501,2011-01-03 12:20:39,292,7
502,2011-01-03 12:31:55,16,9
503,2011-01-03 12:37:19,253,4
504,2011-01-03 12:46:00,27,11
505,2011-01-03 12:52:09,43,15
506,2011-01-03 13:12:02,69,19
507,2011-01-03 13:15:40,287,15
508,2011-01-03 13:23:39,54,17
509,2011-01-03 13:23:41,181,17
510,2011-01-03 13:30:26,19,16
511,2011-01-03 13:31:38,48,18
512,2011-01-03 13:35:43,210,13
513,2011-01-03 13:51:08,135,7
514,2011-01-03 14:12:13,154,17
515,2011-01-03 14:13:45,251,4
516,2011-01-03 14:17:04,29,12
517,2011-01-03 14:24:32,151,19
518,2011-01-03 14:25:22,154,3
519,2011-01-03 14:33:24,218,9
520,2011-01-03 14:35:18,78,8
521,2011-01-03 14:35:36,130,2
522,2011-01-03 14:36:01,192,12
523,2011-01-03 14:39:19,64,19
524,2011-01-03 14:43:15,292,17
525,2011-01-03 15:07:52,294,20
526,2011-01-03 15:08:04,96,9
527,2011-01-03 15:10:43,96,13
528,2011-01-03 15:12:13,183,19
529,2011-01-03 15:24:22,198,2
530,2011-01-03 15:25:06,172,12
531,2011-01-03 15:26:26,14,10
532,2011-01-03 15:38:53,237,2
533,2011-01-03 15:44:38,203,7
534,2011-01-03 15:49:17,133,11
535,2011-01-03 15:50:02,65,3
536,2011-01-03 15:50:30,106,8
537,2011-01-03 15:52:29,30,3
538,2011-01-03 15:55:56,10,6
539,2011-01-03 16:14:22,54,4
540,2011-01-03 16:17:34,296,4
541,2011-01-03 16:36:16,166,19
542,2011-01-03 16:41:11,124,12
543,2011-01-03 16:42:33,281,17
544,2011-01-03 16:42:40,80,3
545,2011-01-03 16:55:12,211,0
546,2011-01-03 16:56:16,34,11
547,2011-01-03 16:59:15,245,18
548,2011-01-03 17:07:35,48,17
549,2011-01-03 17:08:40,21,6
550,2011-01-03 17:09:31,233,17
551,2011-01-03 17:17:43,11,20
552,2011-01-03 17:23:06,272,6
553,2011-01-03 17:25:08,67,3
554,2011-01-03 17:26:13,288,0
555,2011-01-03 17:40:22,209,1
556,2011-01-03 17:42:23,13,20
557,2011-01-03 17:54:38,264,6
558,2011-01-03 17:55:47,84,2
559,2011-01-03 18:17:12,188,11
560,2011-01-03 18:17:56,108,7
561,2011-01-03 18:22:37,4,13
562,2011-01-03 18:23:33,199,6
563,2011-01-03 18:30:20,239,9
564,2011-01-03 18:33:49,13,16
565,2011-01-03 18:37:53,261,3
566,2011-01-03 18:46:36,93,20
567,2011-01-03 18:46:47,243,6
568,2011-01-03 19:05:26,80,18
569,2011-01-03 19:05:34,1,18
570,2011-01-03 19:19:29,27,18
571,2011-01-03 19:19:51,231,6
572,2011-01-03 19:22:07,163,20
573,2011-01-03 19:36:35,166,15
574,2011-01-03 19:38:26,278,1
575,2011-01-03 19:47:50,221,8
576,2011-01-03 20:06:48,274,9
577,2011-01-03 20:14:39,85,11
578,2011-01-03 20:42:19,193,14
579,2011-01-03 21:01:55,224,9
580,2011-01-03 21:53:07,272,14
581,2011-01-03 21:56:05,300,20
582,2011-01-03 23:10:49,170,4
583,2011-01-04 07:02:12,247,14
584,2011-01-04 07:34:41,104,12
585,2011-01-04 08:03:27,16,6
586,2011-01-04 08:30:43,123,7
587,2011-01-04 09:02:34,59,11
588,2011-01-04 09:52:14,154,9
589,2011-01-04 10:26:13,265,4
590,2011-01-04 10:29:21,30,15
591,2011-01-04 10:32:20,4,18
592,2011-01-04 10:40:08,295,1
593,2011-01-04 10:46:04,249,18
594,2011-01-04 11:16:53,122,13
595,2011-01-04 11:20:29,196,1
596,2011-01-04 11:21:03,97,10
597,2011-01-04 11:24:13,154,16
598,2011-01-04 11:40:42,81,1
599,2011-01-04 11:53:33,94,6
600,2011-01-04 11:55:01,41,5
601,2011-01-04 12:05:05,174,15
602,2011-01-04 12:12:29,207,12
603,2011-01-04 12:13:52,204,15
604,2011-01-04 12:15:09,227,16
605,2011-01-04 12:27:10,183,10
606,2011-01-04 12:39:23,138,0
607,2011-01-04 12:47:08,287,16
608,2011-01-04 12:47:46,293,17
609,2011-01-04 12:48:13,86,10
610,2011-01-04 12:54:30,270,2
611,2011-01-04 12:58:23,128,6
612,2011-01-04 12:59:03,135,0
613,2011-01-04 13:00:26,254,2
614,2011-01-04 13:00:26,217,6
615,2011-01-04 13:03:11,238,14
616,2011-01-04 13:06:31,77,7
617,2011-01-04 13:11:07,177,8
618,2011-01-04 13:20:08,162,3
619,2011-01-04 13:20:43,24,4
620,2011-01-04 13:25:03,99,9
621,2011-01-04 13:31:31,229,1
622,2011-01-04 13:33:38,204,20
623,2011-01-04 13:37:13,252,12
624,2011-01-04 13:41:12,199,20
625,2011-01-04 13:42:06,241,15
626,2011-01-04 13:42:11,201,19
627,2011-01-04 13:51:28,6,19
628,2011-01-04 13:55:47,251,17
629,2011-01-04 13:58:08,26,15
630,2011-01-04 13:58:55,168,12
631,2011-01-04 14:09:44,84,12
632,2011-01-04 14:14:24,159,3
633,2011-01-04 14:33:10,172,20
634,2011-01-04 14:34:17,209,10
635,2011-01-04 14:36:24,109,10
636,2011-01-04 14:38:17,237,2
637,2011-01-04 14:40:07,12,13
638,2011-01-04 14:47:18,153,12
639,2011-01-04 14:47:50,25,6
640,2011-01-04 15:06:05,112,11
641,2011-01-04 15:08:01,222,17
642,2011-01-04 15:08:28,4,7
643,2011-01-04 15:09:53,142,3
644,2011-01-04 15:09:59,135,11
645,2011-01-04 15:14:29,112,8
646,2011-01-04 15:21:47,182,12
647,2011-01-04 15:25:39,296,10
648,2011-01-04 15:25:44,230,15
649,2011-01-04 15:34:36,274,5
650,2011-01-04 15:41:47,276,7
651,2011-01-04 15:44:08,282,15
652,2011-01-04 15:44:35,20,13
653,2011-01-04 15:51:04,91,0
654,2011-01-04 15:54:37,209,5
655,2011-01-04 15:54:46,243,11
656,2011-01-04 15:54:58,149,3
657,2011-01-04 16:00:46,268,2
658,2011-01-04 16:04:24,241,20
659,2011-01-04 16:06:00,193,18
660,2011-01-04 16:07:11,23,3
661,2011-01-04 16:12:09,2,18
662,2011-01-04 16:13:44,296,17
663,2011-01-04 16:14:58,294,1
664,2011-01-04 16:18:45,218,6
665,2011-01-04 16:26:26,235,13
666,2011-01-04 16:27:22,138,15
667,2011-01-04 16:29:05,273,10
668,2011-01-04 16:30:48,120,14
669,2011-01-04 16:32:56,160,9
670,2011-01-04 16:37:40,126,9
671,2011-01-04 16:49:35,106,1
672,2011-01-04 17:00:13,269,20
673,2011-01-04 17:01:54,298,1
674,2011-01-04 17:12:43,53,13
675,2011-01-04 17:14:58,184,11
676,2011-01-04 17:20:50,113,12
677,2011-01-04 17:24:23,99,7
678,2011-01-04 17:30:05,242,17
679,2011-01-04 17:35:27,162,18
680,2011-01-04 17:36:07,169,8
681,2011-01-04 17:59:10,109,16
682,2011-01-04 18:15:05,185,1
683,2011-01-04 18:33:46,274,9
684,2011-01-04 18:55:20,259,5
685,2011-01-04 19:23:15,223,7
686,2011-01-04 19:51:17,139,13
687,2011-01-04 20:16:16,17,13
688,2011-01-04 22:00:07,167,3
689,2011-01-04 23:05:15,173,14
690,2011-01-04 23:35:31,295,11
691,2011-01-05 07:48:41,49,5
692,2011-01-05 08:15:03,108,19
693,2011-01-05 08:25:54,51,9
694,2011-01-05 08:46:13,180,14
695,2011-01-05 09:01:26,104,10
696,2011-01-05 09:10:15,282,6
697,2011-01-05 09:36:59,226,5
698,2011-01-05 09:40:32,146,13
699,2011-01-05 09:51:58,289,20
700,2011-01-05 09:56:47,266,4
701,2011-01-05 10:26:49,212,8
702,2011-01-05 10:35:25,142,8
703,2011-01-05 10:39:44,138,4
704,2011-01-05 10:41:40,273,13
705,2011-01-05 11:10:44,76,19
706,2011-01-05 11:13:45,186,9
707,2011-01-05 11:15:51,93,9
708,2011-01-05 11:18:37,274,19
709,2011-01-05 11:22:34,228,7
710,2011-01-05 11:26:53,2,15
711,2011-01-05 11:33:52,178,12
712,2011-01-05 11:42:20,31,12
713,2011-01-05 11:43:40,86,4
714,2011-01-05 11:46:01,225,3
715,2011-01-05 11:47:02,215,9
716,2011-01-05 11:49:29,206,5
717,2011-01-05 12:05:37,296,3
718,2011-01-05 12:12:02,173,10
719,2011-01-05 12:24:19,15,1
720,2011-01-05 12:42:33,14,6
721,2011-01-05 12:54:44,201,1
722,2011-01-05 13:02:35,218,9
723,2011-01-05 13:13:34,288,3
724,2011-01-05 13:20:43,171,5
725,2011-01-05 13:40:15,134,13
726,2011-01-05 13:46:40,3,9
727,2011-01-05 13:52:43,112,3
728,2011-01-05 14:00:05,240,8
729,2011-01-05 14:07:00,109,19
730,2011-01-05 14:11:23,166,11
731,2011-01-05 14:22:19,227,3
732,2011-01-05 14:27:36,191,4
733,2011-01-05 14:41:50,212,9
734,2011-01-05 14:50:42,267,13
735,2011-01-05 14:54:46,238,10
